timestamp,switch_id,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tx_errors,rx_errors,is_congested
1780685000,3,1,796,922,0.0,0.0,0,0,0
1780685000,3,2,796,796,0.0,0.0,0,0,0
1780685000,1,1,796,796,0.0,0.0,0,0,0
1780685000,1,2,796,796,0.0,0.0,0,0,0
1780685000,2,1,796,796,0.0,0.0,0,0,0
1780685000,2,2,796,796,0.0,0.0,0,0,0
1780685000,2,3,796,796,0.0,0.0,0,0,0
1780685005,1,1,796,796,0.0,0.0,0,0,0
1780685005,1,2,796,796,0.0,0.0,0,0,0
1780685005,2,1,796,796,0.0,0.0,0,0,0
1780685005,2,2,796,796,0.0,0.0,0,0,0
1780685005,2,3,796,796,0.0,0.0,0,0,0
1780685005,3,1,796,922,0.0,0.0,0,0,0
1780685005,3,2,796,796,0.0,0.0,0,0,0
1780685010,1,1,796,796,0.0,0.0,0,0,0
1780685010,1,2,796,796,0.0,0.0,0,0,0
1780685010,2,1,796,796,0.0,0.0,0,0,0
1780685010,2,2,796,796,0.0,0.0,0,0,0
1780685010,2,3,796,796,0.0,0.0,0,0,0
1780685010,3,1,796,922,0.0,0.0,0,0,0
1780685010,3,2,796,796,0.0,0.0,0,0,0
1780685015,3,1,796,922,0.0,0.0,0,0,0
1780685015,3,2,796,796,0.0,0.0,0,0,0
1780685015,2,1,796,796,0.0,0.0,0,0,0
1780685015,2,2,796,796,0.0,0.0,0,0,0
1780685015,2,3,796,796,0.0,0.0,0,0,0
1780685015,1,1,796,796,0.0,0.0,0,0,0
1780685015,1,2,796,796,0.0,0.0,0,0,0
1780685020,1,1,796,796,0.0,0.0,0,0,0
1780685020,1,2,796,796,0.0,0.0,0,0,0
1780685020,2,1,796,796,0.0,0.0,0,0,0
1780685020,2,2,796,796,0.0,0.0,0,0,0
1780685020,2,3,796,796,0.0,0.0,0,0,0
1780685020,3,1,796,922,0.0,0.0,0,0,0
1780685020,3,2,796,796,0.0,0.0,0,0,0
1780685025,1,1,796,796,0.0,0.0,0,0,0
1780685025,1,2,796,796,0.0,0.0,0,0,0
1780685025,2,1,796,796,0.0,0.0,0,0,0
1780685025,2,2,796,796,0.0,0.0,0,0,0
1780685025,2,3,796,796,0.0,0.0,0,0,0
1780685025,3,1,796,922,0.0,0.0,0,0,0
1780685025,3,2,796,796,0.0,0.0,0,0,0
1780685030,1,1,796,796,0.0,0.0,0,0,0
1780685030,1,2,796,796,0.0,0.0,0,0,0
1780685030,2,1,796,796,0.0,0.0,0,0,0
1780685030,2,2,796,796,0.0,0.0,0,0,0
1780685030,2,3,796,796,0.0,0.0,0,0,0
1780685030,3,1,796,922,0.0,0.0,0,0,0
1780685030,3,2,796,796,0.0,0.0,0,0,0
1780685035,1,1,796,796,0.0,0.0,0,0,0
1780685035,1,2,796,796,0.0,0.0,0,0,0
1780685035,2,1,796,866,0.0,0.11,0,0,0
1780685035,2,2,796,796,0.0,0.0,0,0,0
1780685035,2,3,796,796,0.0,0.0,0,0,0
1780685035,3,1,796,922,0.0,0.0,0,0,0
1780685035,3,2,796,796,0.0,0.0,0,0,0
1780685040,1,1,796,796,0.0,0.0,0,0,0
1780685040,1,2,796,796,0.0,0.0,0,0,0
1780685040,2,1,796,866,0.0,0.0,0,0,0
1780685040,2,2,796,796,0.0,0.0,0,0,0
1780685040,2,3,796,796,0.0,0.0,0,0,0
1780685040,3,1,866,992,0.11,0.11,0,0,0
1780685040,3,2,796,796,0.0,0.0,0,0,0
1780685045,3,1,866,992,0.0,0.0,0,0,0
1780685045,3,2,866,796,0.11,0.0,0,0,0
1780685045,1,1,796,796,0.0,0.0,0,0,0
1780685045,1,2,796,796,0.0,0.0,0,0,0
1780685045,2,1,866,866,0.11,0.0,0,0,0
1780685045,2,2,796,796,0.0,0.0,0,0,0
1780685045,2,3,796,866,0.0,0.11,0,0,0
1780685050,1,1,866,866,0.11,0.11,0,0,0
1780685050,1,2,796,796,0.0,0.0,0,0,0
1780685050,3,1,866,992,0.0,0.0,0,0,0
1780685050,3,2,866,796,0.0,0.0,0,0,0
1780685050,2,1,866,866,0.0,0.0,0,0,0
1780685050,2,2,796,796,0.0,0.0,0,0,0
1780685050,2,3,796,866,0.0,0.0,0,0,0
1780685055,1,1,866,866,0.0,0.0,0,0,0
1780685055,1,2,866,866,0.11,0.11,0,0,0
1780685055,2,1,866,866,0.0,0.0,0,0,0
1780685055,2,2,866,866,0.11,0.11,0,0,0
1780685055,2,3,866,866,0.11,0.0,0,0,0
1780685055,3,1,866,992,0.0,0.0,0,0,0
1780685055,3,2,866,866,0.0,0.11,0,0,0
1780685060,1,1,866,866,0.0,0.0,0,0,0
1780685060,1,2,866,866,0.0,0.0,0,0,0
1780685060,3,1,866,992,0.0,0.0,0,0,0
1780685060,3,2,866,866,0.0,0.0,0,0,0
1780685060,2,1,866,866,0.0,0.0,0,0,0
1780685060,2,2,866,866,0.0,0.0,0,0,0
1780685060,2,3,866,866,0.0,0.0,0,0,0
1780685065,3,1,866,992,0.0,0.0,0,0,0
1780685065,3,2,866,866,0.0,0.0,0,0,0
1780685065,1,1,866,866,0.0,0.0,0,0,0
1780685065,1,2,866,866,0.0,0.0,0,0,0
1780685065,2,1,866,866,0.0,0.0,0,0,0
1780685065,2,2,866,866,0.0,0.0,0,0,0
1780685065,2,3,866,866,0.0,0.0,0,0,0
1780685070,1,1,866,866,0.0,0.0,0,0,0
1780685070,1,2,866,866,0.0,0.0,0,0,0
1780685070,3,1,866,992,0.0,0.0,0,0,0
1780685070,3,2,866,866,0.0,0.0,0,0,0
1780685070,2,1,866,866,0.0,0.0,0,0,0
1780685070,2,2,866,866,0.0,0.0,0,0,0
1780685070,2,3,866,866,0.0,0.0,0,0,0
1780685075,1,1,866,866,0.0,0.0,0,0,0
1780685075,1,2,866,866,0.0,0.0,0,0,0
1780685075,2,1,866,866,0.0,0.0,0,0,0
1780685075,2,2,866,866,0.0,0.0,0,0,0
1780685075,2,3,866,866,0.0,0.0,0,0,0
1780685075,3,1,866,992,0.0,0.0,0,0,0
1780685075,3,2,866,866,0.0,0.0,0,0,0
1780685080,1,1,866,866,0.0,0.0,0,0,0
1780685080,1,2,866,866,0.0,0.0,0,0,0
1780685080,3,1,866,992,0.0,0.0,0,0,0
1780685080,3,2,866,866,0.0,0.0,0,0,0
1780685080,2,1,866,866,0.0,0.0,0,0,0
1780685080,2,2,866,866,0.0,0.0,0,0,0
1780685080,2,3,866,866,0.0,0.0,0,0,0
1780685085,1,1,866,866,0.0,0.0,0,0,0
1780685085,1,2,866,866,0.0,0.0,0,0,0
1780685085,3,1,866,992,0.0,0.0,0,0,0
1780685085,3,2,866,866,0.0,0.0,0,0,0
1780685085,2,1,866,866,0.0,0.0,0,0,0
1780685085,2,2,866,866,0.0,0.0,0,0,0
1780685085,2,3,866,866,0.0,0.0,0,0,0
1780685090,1,1,866,866,0.0,0.0,0,0,0
1780685090,1,2,866,866,0.0,0.0,0,0,0
1780685090,2,1,866,866,0.0,0.0,0,0,0
1780685090,2,2,866,866,0.0,0.0,0,0,0
1780685090,2,3,866,866,0.0,0.0,0,0,0
1780685090,3,1,866,992,0.0,0.0,0,0,0
1780685090,3,2,866,866,0.0,0.0,0,0,0
1780685095,1,1,866,866,0.0,0.0,0,0,0
1780685095,1,2,866,866,0.0,0.0,0,0,0
1780685095,2,1,866,866,0.0,0.0,0,0,0
1780685095,2,2,866,866,0.0,0.0,0,0,0
1780685095,2,3,866,866,0.0,0.0,0,0,0
1780685095,3,1,866,992,0.0,0.0,0,0,0
1780685095,3,2,866,866,0.0,0.0,0,0,0
1780685100,1,1,866,866,0.0,0.0,0,0,0
1780685100,1,2,866,866,0.0,0.0,0,0,0
1780685100,2,1,866,866,0.0,0.0,0,0,0
1780685100,2,2,866,866,0.0,0.0,0,0,0
1780685100,2,3,866,866,0.0,0.0,0,0,0
1780685100,3,1,866,992,0.0,0.0,0,0,0
1780685100,3,2,866,866,0.0,0.0,0,0,0
1780685105,1,1,866,866,0.0,0.0,0,0,0
1780685105,1,2,866,866,0.0,0.0,0,0,0
1780685105,3,1,866,992,0.0,0.0,0,0,0
1780685105,3,2,866,866,0.0,0.0,0,0,0
1780685105,2,1,866,866,0.0,0.0,0,0,0
1780685105,2,2,866,866,0.0,0.0,0,0,0
1780685105,2,3,866,866,0.0,0.0,0,0,0
1780685110,1,1,866,866,0.0,0.0,0,0,0
1780685110,1,2,866,866,0.0,0.0,0,0,0
1780685110,2,1,866,866,0.0,0.0,0,0,0
1780685110,2,2,866,866,0.0,0.0,0,0,0
1780685110,2,3,866,866,0.0,0.0,0,0,0
1780685110,3,1,866,992,0.0,0.0,0,0,0
1780685110,3,2,866,866,0.0,0.0,0,0,0
1780685115,3,1,866,992,0.0,0.0,0,0,0
1780685115,3,2,866,866,0.0,0.0,0,0,0
1780685115,1,1,866,866,0.0,0.0,0,0,0
1780685115,1,2,866,866,0.0,0.0,0,0,0
1780685115,2,1,866,866,0.0,0.0,0,0,0
1780685115,2,2,866,866,0.0,0.0,0,0,0
1780685115,2,3,866,866,0.0,0.0,0,0,0
1780685120,1,1,866,866,0.0,0.0,0,0,0
1780685120,1,2,866,866,0.0,0.0,0,0,0
1780685120,2,1,866,866,0.0,0.0,0,0,0
1780685120,2,2,866,866,0.0,0.0,0,0,0
1780685120,2,3,866,866,0.0,0.0,0,0,0
1780685120,3,1,866,992,0.0,0.0,0,0,0
1780685120,3,2,866,866,0.0,0.0,0,0,0
1780685125,1,1,866,866,0.0,0.0,0,0,0
1780685125,1,2,866,866,0.0,0.0,0,0,0
1780685125,2,1,866,866,0.0,0.0,0,0,0
1780685125,2,2,866,866,0.0,0.0,0,0,0
1780685125,2,3,866,866,0.0,0.0,0,0,0
1780685125,3,1,866,992,0.0,0.0,0,0,0
1780685125,3,2,866,866,0.0,0.0,0,0,0
1780685130,1,1,866,866,0.0,0.0,0,0,0
1780685130,1,2,866,866,0.0,0.0,0,0,0
1780685130,2,1,866,866,0.0,0.0,0,0,0
1780685130,2,2,866,866,0.0,0.0,0,0,0
1780685130,2,3,866,866,0.0,0.0,0,0,0
1780685130,3,1,866,992,0.0,0.0,0,0,0
1780685130,3,2,866,866,0.0,0.0,0,0,0
1780685135,1,1,866,866,0.0,0.0,0,0,0
1780685135,1,2,866,866,0.0,0.0,0,0,0
1780685135,2,1,866,866,0.0,0.0,0,0,0
1780685135,2,2,866,866,0.0,0.0,0,0,0
1780685135,2,3,866,866,0.0,0.0,0,0,0
1780685135,3,1,866,992,0.0,0.0,0,0,0
1780685135,3,2,866,866,0.0,0.0,0,0,0
1780685140,1,1,866,866,0.0,0.0,0,0,0
1780685140,1,2,866,866,0.0,0.0,0,0,0
1780685140,3,1,866,992,0.0,0.0,0,0,0
1780685140,3,2,866,866,0.0,0.0,0,0,0
1780685140,2,1,866,866,0.0,0.0,0,0,0
1780685140,2,2,866,866,0.0,0.0,0,0,0
1780685140,2,3,866,866,0.0,0.0,0,0,0
1780685145,1,1,866,866,0.0,0.0,0,0,0
1780685145,1,2,866,866,0.0,0.0,0,0,0
1780685145,2,1,866,866,0.0,0.0,0,0,0
1780685145,2,2,866,866,0.0,0.0,0,0,0
1780685145,2,3,866,866,0.0,0.0,0,0,0
1780685145,3,1,866,992,0.0,0.0,0,0,0
1780685145,3,2,866,866,0.0,0.0,0,0,0
1780685150,1,1,866,866,0.0,0.0,0,0,0
1780685150,1,2,866,866,0.0,0.0,0,0,0
1780685150,3,1,936,992,0.11,0.0,0,0,0
1780685150,3,2,866,866,0.0,0.0,0,0,0
1780685150,2,1,866,866,0.0,0.0,0,0,0
1780685150,2,2,866,866,0.0,0.0,0,0,0
1780685150,2,3,866,866,0.0,0.0,0,0,0
1780685155,1,1,866,866,0.0,0.0,0,0,0
1780685155,1,2,866,866,0.0,0.0,0,0,0
1780685155,3,1,936,992,0.0,0.0,0,0,0
1780685155,3,2,866,866,0.0,0.0,0,0,0
1780685155,2,1,866,936,0.0,0.11,0,0,0
1780685155,2,2,866,866,0.0,0.0,0,0,0
1780685155,2,3,866,866,0.0,0.0,0,0,0
1780685160,1,1,866,866,0.0,0.0,0,0,0
1780685160,1,2,866,866,0.0,0.0,0,0,0
1780685160,2,1,866,936,0.0,0.0,0,0,0
1780685160,2,2,866,866,0.0,0.0,0,0,0
1780685160,2,3,866,866,0.0,0.0,0,0,0
1780685160,3,1,936,1062,0.0,0.11,0,0,0
1780685160,3,2,866,866,0.0,0.0,0,0,0
1780685165,1,1,866,866,0.0,0.0,0,0,0
1780685165,1,2,866,866,0.0,0.0,0,0,0
1780685165,3,1,936,1062,0.0,0.0,0,0,0
1780685165,3,2,936,866,0.11,0.0,0,0,0
1780685165,2,1,866,936,0.0,0.0,0,0,0
1780685165,2,2,866,866,0.0,0.0,0,0,0
1780685165,2,3,866,936,0.0,0.11,0,0,0
1780685170,3,1,936,1062,0.0,0.0,0,0,0
1780685170,3,2,936,866,0.0,0.0,0,0,0
1780685170,1,1,866,866,0.0,0.0,0,0,0
1780685170,1,2,866,866,0.0,0.0,0,0,0
1780685170,2,1,866,936,0.0,0.0,0,0,0
1780685170,2,2,866,866,0.0,0.0,0,0,0
1780685170,2,3,866,936,0.0,0.0,0,0,0
1780685175,3,1,936,1062,0.0,0.0,0,0,0
1780685175,3,2,936,866,0.0,0.0,0,0,0
1780685175,1,1,866,866,0.0,0.0,0,0,0
1780685175,1,2,866,866,0.0,0.0,0,0,0
1780685175,2,1,936,936,0.11,0.0,0,0,0
1780685175,2,2,866,866,0.0,0.0,0,0,0
1780685175,2,3,866,936,0.0,0.0,0,0,0
1780685180,1,1,936,936,0.11,0.11,0,0,0
1780685180,1,2,866,866,0.0,0.0,0,0,0
1780685180,3,1,936,1062,0.0,0.0,0,0,0
1780685180,3,2,936,936,0.0,0.11,0,0,0
1780685180,2,1,936,936,0.0,0.0,0,0,0
1780685180,2,2,866,866,0.0,0.0,0,0,0
1780685180,2,3,936,936,0.11,0.0,0,0,0
1780685185,1,1,936,936,0.0,0.0,0,0,0
1780685185,1,2,936,866,0.11,0.0,0,0,0
1780685185,3,1,936,1062,0.0,0.0,0,0,0
1780685185,3,2,936,936,0.0,0.0,0,0,0
1780685185,2,1,936,936,0.0,0.0,0,0,0
1780685185,2,2,866,936,0.0,0.11,0,0,0
1780685185,2,3,936,936,0.0,0.0,0,0,0
1780685190,1,1,936,936,0.0,0.0,0,0,0
1780685190,1,2,936,866,0.0,0.0,0,0,0
1780685190,2,1,936,936,0.0,0.0,0,0,0
1780685190,2,2,866,936,0.0,0.0,0,0,0
1780685190,2,3,936,936,0.0,0.0,0,0,0
1780685190,3,1,936,1062,0.0,0.0,0,0,0
1780685190,3,2,936,936,0.0,0.0,0,0,0
1780685195,3,1,936,1062,0.0,0.0,0,0,0
1780685195,3,2,936,936,0.0,0.0,0,0,0
1780685195,1,1,936,936,0.0,0.0,0,0,0
1780685195,1,2,936,866,0.0,0.0,0,0,0
1780685195,2,1,936,936,0.0,0.0,0,0,0
1780685195,2,2,866,936,0.0,0.0,0,0,0
1780685195,2,3,936,936,0.0,0.0,0,0,0
1780685200,3,1,936,1062,0.0,0.0,0,0,0
1780685200,3,2,936,936,0.0,0.0,0,0,0
1780685200,1,1,936,936,0.0,0.0,0,0,0
1780685200,1,2,936,866,0.0,0.0,0,0,0
1780685200,2,1,936,936,0.0,0.0,0,0,0
1780685200,2,2,866,936,0.0,0.0,0,0,0
1780685200,2,3,936,936,0.0,0.0,0,0,0
1780685205,1,1,936,936,0.0,0.0,0,0,0
1780685205,1,2,936,936,0.0,0.11,0,0,0
1780685205,3,1,936,1062,0.0,0.0,0,0,0
1780685205,3,2,936,936,0.0,0.0,0,0,0
1780685205,2,1,936,936,0.0,0.0,0,0,0
1780685205,2,2,936,936,0.11,0.0,0,0,0
1780685205,2,3,936,936,0.0,0.0,0,0,0
1780685210,1,1,936,936,0.0,0.0,0,0,0
1780685210,1,2,936,936,0.0,0.0,0,0,0
1780685210,2,1,936,936,0.0,0.0,0,0,0
1780685210,2,2,936,936,0.0,0.0,0,0,0
1780685210,2,3,936,936,0.0,0.0,0,0,0
1780685210,3,1,936,1062,0.0,0.0,0,0,0
1780685210,3,2,936,936,0.0,0.0,0,0,0
1780685215,3,1,936,1062,0.0,0.0,0,0,0
1780685215,3,2,936,936,0.0,0.0,0,0,0
1780685215,1,1,936,936,0.0,0.0,0,0,0
1780685215,1,2,936,936,0.0,0.0,0,0,0
1780685215,2,1,936,936,0.0,0.0,0,0,0
1780685215,2,2,936,936,0.0,0.0,0,0,0
1780685215,2,3,936,936,0.0,0.0,0,0,0
1780685220,1,1,936,936,0.0,0.0,0,0,0
1780685220,1,2,936,936,0.0,0.0,0,0,0
1780685220,2,1,936,936,0.0,0.0,0,0,0
1780685220,2,2,936,936,0.0,0.0,0,0,0
1780685220,2,3,936,936,0.0,0.0,0,0,0
1780685220,3,1,936,1062,0.0,0.0,0,0,0
1780685220,3,2,936,936,0.0,0.0,0,0,0
1780685225,1,1,936,936,0.0,0.0,0,0,0
1780685225,1,2,936,936,0.0,0.0,0,0,0
1780685225,2,1,936,936,0.0,0.0,0,0,0
1780685225,2,2,936,936,0.0,0.0,0,0,0
1780685225,2,3,936,936,0.0,0.0,0,0,0
1780685225,3,1,936,1062,0.0,0.0,0,0,0
1780685225,3,2,936,936,0.0,0.0,0,0,0
1780685230,2,1,936,936,0.0,0.0,0,0,0
1780685230,2,2,936,936,0.0,0.0,0,0,0
1780685230,2,3,936,936,0.0,0.0,0,0,0
1780685230,3,1,936,1062,0.0,0.0,0,0,0
1780685230,3,2,936,936,0.0,0.0,0,0,0
1780685230,1,1,936,936,0.0,0.0,0,0,0
1780685230,1,2,936,936,0.0,0.0,0,0,0
1780685235,3,1,936,1062,0.0,0.0,0,0,0
1780685235,3,2,936,936,0.0,0.0,0,0,0
1780685235,2,1,936,936,0.0,0.0,0,0,0
1780685235,2,2,936,936,0.0,0.0,0,0,0
1780685235,2,3,936,936,0.0,0.0,0,0,0
1780685235,1,1,936,936,0.0,0.0,0,0,0
1780685235,1,2,936,936,0.0,0.0,0,0,0
1780685240,3,1,936,1062,0.0,0.0,0,0,0
1780685240,3,2,936,936,0.0,0.0,0,0,0
1780685240,2,1,936,936,0.0,0.0,0,0,0
1780685240,2,2,936,936,0.0,0.0,0,0,0
1780685240,2,3,936,936,0.0,0.0,0,0,0
1780685240,1,1,936,936,0.0,0.0,0,0,0
1780685240,1,2,936,936,0.0,0.0,0,0,0
1780685245,2,1,936,936,0.0,0.0,0,0,0
1780685245,2,2,936,936,0.0,0.0,0,0,0
1780685245,2,3,936,936,0.0,0.0,0,0,0
1780685245,1,1,936,936,0.0,0.0,0,0,0
1780685245,1,2,936,936,0.0,0.0,0,0,0
1780685245,3,1,936,1062,0.0,0.0,0,0,0
1780685245,3,2,936,936,0.0,0.0,0,0,0
1780685250,1,1,936,936,0.0,0.0,0,0,0
1780685250,1,2,936,936,0.0,0.0,0,0,0
1780685250,3,1,936,1062,0.0,0.0,0,0,0
1780685250,3,2,936,936,0.0,0.0,0,0,0
1780685250,2,1,936,936,0.0,0.0,0,0,0
1780685250,2,2,936,936,0.0,0.0,0,0,0
1780685250,2,3,936,936,0.0,0.0,0,0,0
1783741738,3,1,516,516,0.0,0.0,0,0,0
1783741738,3,2,516,266,0.0,0.0,0,0,0
1783741738,1,1,426,426,0.0,0.0,0,0,0
1783741738,1,2,516,426,0.0,0.0,0,0,0
1783741738,2,1,516,516,0.0,0.0,0,0,0
1783741738,2,2,426,516,0.0,0.0,0,0,0
1783741738,2,3,266,516,0.0,0.0,0,0,0
1783741743,1,1,586,586,0.26,0.26,0,0,0
1783741743,1,2,586,586,0.11,0.26,0,0,0
1783741743,3,1,586,586,0.11,0.11,0,0,0
1783741743,3,2,586,586,0.11,0.51,0,0,0
1783741743,2,1,586,586,0.11,0.11,0,0,0
1783741743,2,2,586,586,0.26,0.11,0,0,0
1783741743,2,3,586,586,0.51,0.11,0,0,0
1783741748,3,1,586,586,0.0,0.0,0,0,0
1783741748,3,2,586,586,0.0,0.0,0,0,0
1783741748,2,1,586,586,0.0,0.0,0,0,0
1783741748,2,2,586,586,0.0,0.0,0,0,0
1783741748,2,3,586,586,0.0,0.0,0,0,0
1783741748,1,1,586,586,0.0,0.0,0,0,0
1783741748,1,2,586,586,0.0,0.0,0,0,0
1783741753,1,1,656,656,0.11,0.11,0,0,0
1783741753,1,2,656,656,0.11,0.11,0,0,0
1783741753,2,1,656,656,0.11,0.11,0,0,0
1783741753,2,2,656,656,0.11,0.11,0,0,0
1783741753,2,3,656,656,0.11,0.11,0,0,0
1783741753,3,1,656,656,0.11,0.11,0,0,0
1783741753,3,2,656,656,0.11,0.11,0,0,0
1783741758,1,1,656,656,0.0,0.0,0,0,0
1783741758,1,2,656,656,0.0,0.0,0,0,0
1783741758,3,1,656,656,0.0,0.0,0,0,0
1783741758,3,2,656,656,0.0,0.0,0,0,0
1783741758,2,1,656,656,0.0,0.0,0,0,0
1783741758,2,2,656,656,0.0,0.0,0,0,0
1783741758,2,3,656,656,0.0,0.0,0,0,0
1783741763,1,1,656,656,0.0,0.0,0,0,0
1783741763,1,2,656,656,0.0,0.0,0,0,0
1783741763,3,1,656,656,0.0,0.0,0,0,0
1783741763,3,2,656,656,0.0,0.0,0,0,0
1783741763,2,1,656,656,0.0,0.0,0,0,0
1783741763,2,2,656,656,0.0,0.0,0,0,0
1783741763,2,3,656,656,0.0,0.0,0,0,0
1783741768,1,1,726,656,0.11,0.0,0,0,0
1783741768,1,2,726,656,0.11,0.0,0,0,0
1783741768,2,1,656,726,0.0,0.11,0,0,0
1783741768,2,2,656,726,0.0,0.11,0,0,0
1783741768,2,3,726,726,0.11,0.11,0,0,0
1783741768,3,1,656,726,0.0,0.11,0,0,0
1783741768,3,2,726,726,0.11,0.11,0,0,0
1783741773,1,1,726,726,0.0,0.11,0,0,0
1783741773,1,2,726,726,0.0,0.11,0,0,0
